log_date,incident,reported,nature,incident_address,nature_description,date,grouped_nature
01.08.2026,260100347,2026-01-08 09:21:04,SUSP VEHICLE,4676 ROMOLA AVE,Suspicious Vehicle,2026-01-08,Suspicious Vehicle
01.08.2026,260100348,2026-01-08 10:26:38,CODE H SUBJ,1950 FOOTHILL BLVD; EDWARDS THEATER,5150 Welfare and Institutions Code Subject,2026-01-08,Welfare/Assist
01.08.2026,260100350,2026-01-08 10:48:21,CODE H SUBJ,1640 WHITE AVE; PUBLIC STORAGE,5150 Welfare and Institutions Code Subject,2026-01-08,Welfare/Assist
01.08.2026,260100351,2026-01-08 11:03:03,FOUND PROP,F ST & BONITA AVE; LOBBY,Found Property,2026-01-08,Property
01.08.2026,260100354,2026-01-08 12:11:01,AREA CHECK,BASELINE RD & BIXBY DR,Area Check,2026-01-08,Other
01.08.2026,260100353,2026-01-08 12:45:48,487 PC,1510 WHITE UNIT D,Grand Theft,2026-01-08,Grand Theft
01.08.2026,260100360,2026-01-08 13:59:11,ILLEGAL PARKER,3535 LOGAN ST,Illegal Parking,2026-01-08,Parking
01.08.2026,260100362,2026-01-08 14:49:11,HAIL BY CITIZEN,1600 FOOTHILL BLVD; VONS,Hailed by Citizen,2026-01-08,Welfare/Assist
01.08.2026,260100363,2026-01-08 14:49:58,911 INVEST,SAN DIMAS CANYON RD & FOOTHILL BLVD,911 Investigation,2026-01-08,Other
01.08.2026,260100364,2026-01-08 16:29:20,SUSP SUBJ,919 FOOTHILL BLVD; MR DS DINER,Suspicious Subjects,2026-01-08,Suspicious Subjects
01.08.2026,260100367,2026-01-08 18:25:47,TC HR NON INJ,BONITA AVE & DAMIEN AVE,Traffic Collision Hit and Run - Non Injuries,2026-01-08,Traffic Collision
01.08.2026,260100368,2026-01-08 18:31:54,DUI,ARROW HWY & WHITE AVE,Driving Under the Influence,2026-01-08,Drug/Alcohol
01.08.2026,260100370,2026-01-08 18:33:32,SUSP VEHICLE,4734 VALLE VERDE CT,Suspicious Vehicle,2026-01-08,Suspicious Vehicle
01.08.2026,260100375,2026-01-08 19:11:14,CITIZEN ASST,2120 FOOTHILL BLVD #103; CAVVD EDWIN N KENDRICK MD,Citizen Assist,2026-01-08,Welfare/Assist
01.08.2026,260100369,2026-01-08 19:25:37,TC NON INJURY,2772 DAMIEN AVE,Traffic Collision - Non Injury,2026-01-08,Traffic Collision
01.08.2026,260100371,2026-01-08 20:04:26,TC NON INJURY,2722 DAMIEN AVE,Traffic Collision - Non Injury,2026-01-08,Traffic Collision
01.08.2026,260100372,2026-01-08 21:13:59,594 PC GRAFFITI,1927 WALNUT ST,Vandalism - Graffiti,2026-01-08,Vandalism
01.08.2026,260100374,2026-01-08 21:59:14,SUSP SUBJ,1927 C ST,Suspicious Subjects,2026-01-08,Suspicious Subjects
01.08.2026,260100376,2026-01-08 22:50:29,DISTURB MUSIC,1452 THIRD ST,Disturbance - Music,2026-01-08,Disturbance
01.08.2026,260100378,2026-01-08 23:54:48,SUSP SUBJ,2282 FOOTHILL BLVD; CHIPOTLE,Suspicious Subjects,2026-01-08,Suspicious Subjects
01.09.2026,260100380,2026-01-09 01:05:07,SUSP CIRCS,FRUIT ST & FOOTHILL BLVD,Suspicious Circumstances,2026-01-09,Suspicious Circumstances
01.09.2026,260100381,2026-01-09 01:13:56,SUSP CIRCS,ARROW HWY & D ST,Suspicious Circumstances,2026-01-09,Suspicious Circumstances
01.09.2026,260100382,2026-01-09 01:23:53,DISTURB NOISE,1510 WHITE AVE,Disturbance - Noise,2026-01-09,Disturbance
01.09.2026,260100385,2026-01-09 06:54:50,WELFARE CHECK,2717 ARROW HWY #146,Welfare Check,2026-01-09,Welfare/Assist
01.09.2026,260100389,2026-01-09 08:57:04,PETTY THEFT RPT,2150 FIRST ST; LOBBY,Petty Theft Report,2026-01-09,Petty Theft
01.09.2026,260100399,2026-01-09 09:38:22,TRAFFIC ENFORCE,2224 D ST; NOT IN LOBBY,Traffic Enforcement,2026-01-09,Traffic Enforcement
01.09.2026,260100395,2026-01-09 09:43:43,LOST PROPERTY,5105 OLD RANCH RD,Lost Property,2026-01-09,Property
01.09.2026,260100400,2026-01-09 10:16:09,DISTURB PERSON,2082 FOOTHILL BLVD; PEARL DENTAL GROUP,Disturbance - Person,2026-01-09,Disturbance
01.09.2026,260100404,2026-01-09 10:17:04,ABAND VEH,1446 BEAVER WAY,Abandoned Vehicle,2026-01-09,Parking
01.09.2026,260100414,2026-01-09 10:26:54,CITIZEN ASST,1350 THIRD ST; JOAN MACY SCHOOL; VIA 10-21,Citizen Assist,2026-01-09,Welfare/Assist
01.09.2026,260100403,2026-01-09 10:34:32,911 INVEST,2043 D ST; ULV CITRUS HALL,911 Investigation,2026-01-09,Other
01.09.2026,260100411,2026-01-09 11:24:14,SUSP TRANS,2275 FULTON RD,Suspicious Transaction,2026-01-09,Suspicious Activity
01.09.2026,260100424,2026-01-09 11:31:17,CITIZEN ASST,4525 RAMONA AVE #12,Citizen Assist,2026-01-09,Welfare/Assist
01.09.2026,260100412,2026-01-09 11:56:57,WELFARE CHECK,1401 FOOTHILL BLVD; TACO BELL,Welfare Check,2026-01-09,Welfare/Assist
01.09.2026,260100421,2026-01-09 13:19:23,ASSIST AGENCY,GLENDORA PD,Assist Other Agency,2026-01-09,Welfare/Assist
01.09.2026,260100426,2026-01-09 14:05:59,SUSP TRANS,2909 ARROW HWY #20,Suspicious Transaction,2026-01-09,Suspicious Activity
01.09.2026,260100432,2026-01-09 14:56:01,AREA CHECK,WHITE AVE & BONITA AVE,Area Check,2026-01-09,Other
01.09.2026,260100433,2026-01-09 15:06:20,ILLEGAL PARKER,2061 THIRD ST; LVPD,Illegal Parking,2026-01-09,Parking
01.09.2026,260100435,2026-01-09 15:19:17,ASSIST AGENCY,816 LAKE AVE,Assist Other Agency,2026-01-09,Welfare/Assist
01.09.2026,260100437,2026-01-09 15:31:04,ILLEGAL PARKER,1387 THIRD ST,Illegal Parking,2026-01-09,Parking
01.09.2026,260100440,2026-01-09 15:42:27,KEEP THE PEACE,3460 COLUMBIA DR,Keep the Peace,2026-01-09,Welfare/Assist
01.09.2026,260100441,2026-01-09 16:12:36,911 INVEST,STEPHENS RANCH RD & ESPERANZA DR,911 Investigation,2026-01-09,Other
01.09.2026,260100442,2026-01-09 16:25:20,ASSIST AGENCY,841 BONITA AVE,Assist Other Agency,2026-01-09,Welfare/Assist
01.09.2026,260100444,2026-01-09 16:46:15,PETTY THEFT RPT,3460 COLUMBIA DR,Petty Theft Report,2026-01-09,Petty Theft
01.09.2026,260100447,2026-01-09 18:20:16,LA VERNE MUNI,2246 F ST,La Verne Municipal Code Violation,2026-01-09,Other
01.09.2026,260100446,2026-01-09 18:59:27,DISTURB SUBJS,DURWARD WAY & D ST,Disturbance - Subjects,2026-01-09,Disturbance
01.09.2026,260100449,2026-01-09 19:34:05,TC NON INJURY,FIRST ST & WHEELER AVE,Traffic Collision - Non Injury,2026-01-09,Traffic Collision
01.09.2026,260100450,2026-01-09 19:56:16,TRAFFIC STOP,FOOTHILL BLVD & WHITE AVE,Traffic Stop,2026-01-09,Traffic Stop
01.09.2026,260100451,2026-01-09 20:17:20,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR,Traffic Stop,2026-01-09,Traffic Stop
01.09.2026,260100452,2026-01-09 21:59:33,BIKE TRAFFIC,G ST & SEVENTH ST,Bicycle Traffic Stop,2026-01-09,Traffic Enforcement
01.09.2026,260100454,2026-01-09 22:50:29,DISTURB MUSIC,2136 THIRD ST; TABERNA INC,Disturbance - Music,2026-01-09,Disturbance
01.10.2026,260100455,2026-01-10 01:35:31,TRAFFIC STOP,WHITE AVE & FIFTH ST,Traffic Stop,2026-01-10,Traffic Stop
01.10.2026,260100457,2026-01-10 01:53:01,TRAFFIC STOP,2201 N WHITE; DERBY ROOM,Traffic Stop,2026-01-10,Traffic Stop
01.10.2026,260100459,2026-01-10 03:58:12,TRAFFIC ENFORCE,FOOTHILL BLVD & EMERALD AVE,Traffic Enforcement,2026-01-10,Traffic Enforcement
01.10.2026,260100462,2026-01-10 08:16:58,911 INVEST,4095 FRUIT ST #809,911 Investigation,2026-01-10,Other
01.10.2026,260100463,2026-01-10 08:32:58,WELFARE CHECK,DAMIEN AVE & BONITA AVE,Welfare Check,2026-01-10,Welfare/Assist
01.10.2026,260100468,2026-01-10 10:18:36,WELFARE CHECK,FOOTHILL BLVD & D ST,Welfare Check,2026-01-10,Welfare/Assist
01.10.2026,260100469,2026-01-10 10:54:57,CODE H SUBJ,2098 FOOTHILL BLVD; IN N OUT,5150 Welfare and Institutions Code Subject,2026-01-10,Welfare/Assist
01.10.2026,260100470,2026-01-10 11:05:58,HAIL BY CITIZEN,FOOTHILL BLVD & D ST,Hailed by Citizen,2026-01-10,Welfare/Assist
01.10.2026,260100471,2026-01-10 14:08:02,487 PC,2462 FOOTHILL BLVD; TARGET,Grand Theft,2026-01-10,Grand Theft
01.10.2026,260100473,2026-01-10 14:25:51,CITIZEN ASST,3460 COLUMBIA DR,Citizen Assist,2026-01-10,Welfare/Assist
01.10.2026,260100472,2026-01-10 15:03:42,TRAFFIC STOP,BOWDOIN ST & FRUIT ST,Traffic Stop,2026-01-10,Traffic Stop
01.10.2026,260100474,2026-01-10 15:18:47,SUSP VEHICLE,2286 ARTHUR WAY,Suspicious Vehicle,2026-01-10,Suspicious Vehicle
01.10.2026,260100476,2026-01-10 16:08:11,WELFARE CHECK,1090 FOOTHILL BLVD; JACK IN THE BOX,Welfare Check,2026-01-10,Welfare/Assist
01.10.2026,260100477,2026-01-10 16:09:53,TC NON INJURY,2268 FOOTHILL BLVD; ALDI,Traffic Collision - Non Injury,2026-01-10,Traffic Collision
01.10.2026,260100481,2026-01-10 17:34:27,GTARPT,3982 TURQUOISE LN,Grand Theft Auto Report,2026-01-10,Grand Theft
01.10.2026,260100483,2026-01-10 19:19:58,GTARPT,3982 TURQUOISE LN,Grand Theft Auto Report,2026-01-10,Grand Theft
01.10.2026,260100484,2026-01-10 20:54:41,WELFARE CHECK,2645 SYCAMORE DR,Welfare Check,2026-01-10,Welfare/Assist
01.10.2026,260100485,2026-01-10 22:12:08,PETTY THEFT,1600 FOOTHILL BLVD; VONS,Petty Theft,2026-01-10,Petty Theft
01.12.2026,260100530,2026-01-12 00:58:37,TRAFFIC ENFORCE,"White Avenue, Durward Way",Traffic Enforcement,2026-01-12,Traffic Enforcement
01.12.2026,260100531,2026-01-12 01:01:56,PDOBS,2080 FOOTHILL BLVD,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100532,2026-01-12 01:35:32,FOOT PATROL,3660 D ST; CITY HALL,Foot Patrol,2026-01-12,Other
01.12.2026,260100534,2026-01-12 02:04:44,TRAFFIC STOP,WHITE AVE & COBBLESTONE LN,Traffic Stop,2026-01-12,Traffic Stop
01.12.2026,260100535,2026-01-12 02:19:06,PDOBS,2488 FOOTHILL BLVD #D; BROKEN YOLK CAFE,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100536,2026-01-12 02:30:25,PDOBS,2204 FOOTHILL BLVD; RUBIOS,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100538,2026-01-12 02:44:43,PDOBS,2120 FOOTHILL BLVD,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100539,2026-01-12 02:54:25,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE,Traffic Stop,2026-01-12,Traffic Stop
01.12.2026,260100540,2026-01-12 03:03:16,TRAFFIC ENFORCE,5200BLK WHEELER AVE,Traffic Enforcement,2026-01-12,Traffic Enforcement
01.12.2026,260100541,2026-01-12 03:03:31,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100542,2026-01-12 03:12:19,PDOBS,1399 FOOTHILL BLVD; BANK OF AMERICA,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100543,2026-01-12 04:04:42,AREA CHECK,F ST & THIRD ST,Area Check,2026-01-12,Other
01.12.2026,260100544,2026-01-12 07:15:51,ANIMAL VICIOUS,I ST & SIXTH ST,Vicious Animal,2026-01-12,Animal
01.12.2026,260100546,2026-01-12 07:43:36,FOOT PATROL,D ST & THIRD ST,Foot Patrol,2026-01-12,Other
01.12.2026,260100549,2026-01-12 09:11:25,SUSP VEHICLE,5380 PINTAIL ST,Suspicious Vehicle,2026-01-12,Suspicious Vehicle
01.12.2026,260100550,2026-01-12 09:30:57,911 INVEST,1640 WHITE AVE,911 Investigation,2026-01-12,Other
01.12.2026,260100552,2026-01-12 09:45:52,INDECENT EXPOS,3960 FRUIT ST; LUTHERAN HIGH SCHOOL,Indecent Exposure,2026-01-12,Other
01.12.2026,260100556,2026-01-12 09:48:16,487 PC,1960 SAN DIMAS CANYON RD; EXTRA SPACE STORAGE; VIA 10-21,Grand Theft,2026-01-12,Grand Theft
01.12.2026,260100553,2026-01-12 10:25:02,CODE H SUBJ,FIFTH ST & E ST,5150 Welfare and Institutions Code Subject,2026-01-12,Welfare/Assist
01.12.2026,260100554,2026-01-12 10:39:42,TRAFFIC HAZARD,FIFTH ST & ESTHER AVE,Traffic Hazard,2026-01-12,Traffic Enforcement
01.12.2026,260100555,2026-01-12 10:49:18,CITIZEN ASST,4734 VALLE VERDE CT; VIA 10-21,Citizen Assist,2026-01-12,Welfare/Assist
01.12.2026,260100565,2026-01-12 11:21:03,CITIZEN ASST,4525 RAMONA AVE #12,Citizen Assist,2026-01-12,Welfare/Assist
01.12.2026,260100557,2026-01-12 11:21:03,TRAFFIC HAZARD,2978 FIRST ST,Traffic Hazard,2026-01-12,Traffic Enforcement
01.12.2026,260100559,2026-01-12 11:38:25,911 INVEST,2536 GALICIA,911 Investigation,2026-01-12,Other
01.12.2026,260100560,2026-01-12 11:39:03,SUSP SUBJ,1816 WALNUT ST,Suspicious Subjects,2026-01-12,Suspicious Subjects
01.12.2026,260100561,2026-01-12 11:47:02,ILLEGAL PARKER,2061 THIRD ST; LVPD,Illegal Parking,2026-01-12,Parking
01.12.2026,260100573,2026-01-12 12:29:00,CITIZEN ASST,2421 FOOTHILL BLVD #16E,Citizen Assist,2026-01-12,Welfare/Assist
01.12.2026,260100566,2026-01-12 12:35:18,KEEP THE PEACE,2064 WHITE AVE,Keep the Peace,2026-01-12,Welfare/Assist
01.12.2026,260100563,2026-01-12 12:37:45,DISTURB PERSON,1275 FOOTHILL BLVD; LA FITNESS,Disturbance - Person,2026-01-12,Disturbance
01.12.2026,260100564,2026-01-12 12:50:25,PDOBS,FOOTHILL BLVD & WHITE AVE,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100568,2026-01-12 13:00:16,DISTURB NOISE,2229 FOOTHILL BLVD #100; KOHLS,Disturbance - Noise,2026-01-12,Disturbance
01.12.2026,260100567,2026-01-12 13:27:08,911 INVEST,2320 FOOTHILL BLVD #A,911 Investigation,2026-01-12,Other
01.12.2026,260100574,2026-01-12 14:05:03,CODE H SUBJ,1852 WALNUT ST,5150 Welfare and Institutions Code Subject,2026-01-12,Welfare/Assist
01.12.2026,260100571,2026-01-12 14:08:42,470 PC FRAUD,1961 CITRUSWOOD ST; LOBBY,Fraud Report,2026-01-12,Fraud
01.12.2026,260100569,2026-01-12 14:24:44,DISTURB ROAD,1275 FOOTHILL BLVD; LA FITNESS,Disturbance - Road,2026-01-12,Disturbance
01.12.2026,260100572,2026-01-12 14:28:24,911 INVEST,2349 FOOTHILL BLVD,911 Investigation,2026-01-12,Other
01.12.2026,260100575,2026-01-12 15:10:12,WELFARE CHECK,4541 MILLER ST,Welfare Check,2026-01-12,Welfare/Assist
01.12.2026,260100577,2026-01-12 15:44:46,SOLICITOR,D ST & TENTH ST,Solicitor,2026-01-12,Trespass/Solicitor
01.12.2026,260100578,2026-01-12 15:49:23,CITIZEN ASST,2234 ARROW HWY; SMARTSTOP SELF STORAGE,Citizen Assist,2026-01-12,Welfare/Assist
01.12.2026,260100579,2026-01-12 15:59:20,CODE H SUBJ,914 FOOTHILL BLVD; LA VERNE CAR WASH,5150 Welfare and Institutions Code Subject,2026-01-12,Welfare/Assist
01.12.2026,260100589,2026-01-12 17:13:56,CITIZEN ASST,2954 KING ST,Citizen Assist,2026-01-12,Welfare/Assist
01.12.2026,260100588,2026-01-12 17:19:00,CITIZEN ASST,4551 TYE CIR,Citizen Assist,2026-01-12,Welfare/Assist
01.12.2026,260100581,2026-01-12 17:21:16,CITIZEN ASST,2028 DOVER AVE,Citizen Assist,2026-01-12,Welfare/Assist
01.12.2026,260100582,2026-01-12 17:34:22,911 INVEST,800 PALOMARES AVE; LA VERNE CROSSFIT,911 Investigation,2026-01-12,Other
01.12.2026,260100583,2026-01-12 18:01:36,TC UNK,4366 FRUIT ST,Traffic Collision - Unknown,2026-01-12,Traffic Collision
01.12.2026,260100584,2026-01-12 18:19:29,AREA CHECK,ARROW HWY & WHEELER AVE,Area Check,2026-01-12,Other
01.12.2026,260100585,2026-01-12 18:23:14,911 INVEST,1369 FOOTHILL BLVD,911 Investigation,2026-01-12,Other
01.12.2026,260100586,2026-01-12 18:31:50,PDOBS,ARROW HWY & FAIRPLEX DR,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100587,2026-01-12 18:33:35,AREA CHECK,2200 WHEELER AVE; WHEELER PARK,Area Check,2026-01-12,Other
01.12.2026,260100594,2026-01-12 21:24:56,TRAFFIC ENFORCE,1911 FOOTHILL BLVD,Traffic Enforcement,2026-01-12,Traffic Enforcement
01.12.2026,260100595,2026-01-12 21:34:21,TRAFFIC ENFORCE,1374 ARROW HWY,Traffic Enforcement,2026-01-12,Traffic Enforcement
01.12.2026,260100596,2026-01-12 21:46:45,AREA CHECK,1341 FIFTH ST,Area Check,2026-01-12,Other
01.12.2026,260100597,2026-01-12 22:12:20,TRESPASS,2234 ARROW HWY; SMART STOP SELF STORAGE,Trespassing,2026-01-12,Trespass/Solicitor
01.12.2026,260100598,2026-01-12 22:36:29,PETTY THEFT,1947 D ST; D STREET SHELL GAS,Petty Theft,2026-01-12,Petty Theft
01.12.2026,260100599,2026-01-12 22:44:54,TRAFFIC ENFORCE,2300 ARROW HWY; GATE 15,Traffic Enforcement,2026-01-12,Traffic Enforcement
01.12.2026,260100600,2026-01-12 22:57:53,PDOBS,FOOTHILL BLVD & BIXBY DR,Police Department Observed Suspicious Circumstances,2026-01-12,Suspicious Circumstances
01.12.2026,260100602,2026-01-12 23:19:36,TRAFFIC STOP,BONITA AVE & FULTON RD,Traffic Stop,2026-01-12,Traffic Stop
01.12.2026,260100604,2026-01-12 23:47:49,FOOT PATROL,3660 D ST; CITY HALL,Foot Patrol,2026-01-12,Other
01.12.2026,260100605,2026-01-12 23:54:22,TRAFFIC STOP,ARROW HWY & FAIRPLEX DR,Traffic Stop,2026-01-12,Traffic Stop
01.13.2026,260100606,2026-01-13 00:19:58,TRAFFIC STOP,LOMELI LN & BOLLING AVE,Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100607,2026-01-13 00:20:42,TRAFFIC ENFORCE,3960 FRUIT ST; LUTHERAN HIGH SCHOOL,Traffic Enforcement,2026-01-13,Traffic Enforcement
01.13.2026,260100608,2026-01-13 01:17:34,PDOBS,FOOTHILL BLVD & TOWNE CENTER DR,Police Department Observed Suspicious Circumstances,2026-01-13,Suspicious Circumstances
01.13.2026,260100609,2026-01-13 01:24:23,PDOBS,3720 TOWNE CENTER DR; 7-11,Police Department Observed Suspicious Circumstances,2026-01-13,Suspicious Circumstances
01.13.2026,260100612,2026-01-13 03:21:16,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM,Police Department Observed Suspicious Circumstances,2026-01-13,Suspicious Circumstances
01.13.2026,260100614,2026-01-13 03:40:06,TRAFFIC STOP,ARROW / WHEELER,Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100615,2026-01-13 04:06:22,TRAFFIC ENFORCE,2300 ARROW HWY; GATE 15,Traffic Enforcement,2026-01-13,Traffic Enforcement
01.13.2026,260100618,2026-01-13 05:10:16,PDOBS,2269 FOOTHILL BLVD; MCDONALDS,Police Department Observed Suspicious Circumstances,2026-01-13,Suspicious Circumstances
01.13.2026,260100619,2026-01-13 05:23:16,TRAFFIC STOP,"ARROW HWY & WHITE AVE, LAV, 91750",Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100622,2026-01-13 08:04:02,TRAFFIC STOP,GAREY AND FOOTHILL,Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100624,2026-01-13 08:26:06,AREA CHECK,CHELSEA DR & ESSEX AVE,Area Check,2026-01-13,Other
01.13.2026,260100625,2026-01-13 09:07:20,CITIZEN ASST,LA VERNE HEIGHTS PARK,Citizen Assist,2026-01-13,Welfare/Assist
01.13.2026,260100627,2026-01-13 09:23:52,CODE H SUBJ,1399 FOOTHILL BLVD; BANK OF AMERICA,5150 Welfare and Institutions Code Subject,2026-01-13,Welfare/Assist
01.13.2026,260100633,2026-01-13 10:18:00,TRAFFIC HAZARD,FOOTHILL BLVD & DAMIEN AVE,Traffic Hazard,2026-01-13,Traffic Enforcement
01.13.2026,260100631,2026-01-13 10:26:27,470 PC FRAUD,1768 ARROW HWY #104,Fraud Report,2026-01-13,Fraud
01.13.2026,260100629,2026-01-13 10:47:24,TRAFFIC STOP,WHEELER AVE & PASEO AVE,Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100630,2026-01-13 11:07:36,DUI,FOOTHILL BLVD & WHITE AVE,Driving Under the Influence,2026-01-13,Drug/Alcohol
01.13.2026,260100636,2026-01-13 11:13:06,ILLEGAL PARKER,DAMIEN AVE & FOOTHILL BLVD,Illegal Parking,2026-01-13,Parking
01.13.2026,260100632,2026-01-13 11:18:38,TRAFFIC STOP,2360 FOOTHILL BLVD; EL POLLO LOCO,Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100637,2026-01-13 11:50:14,TRAFFIC STOP,WHITE AVE & DURWARD WAY,Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100639,2026-01-13 12:10:52,SUSP SUBJ,FRUIT ST & FOOTHILL BLVD,Suspicious Subjects,2026-01-13,Suspicious Subjects
01.13.2026,260100638,2026-01-13 12:15:57,TRAFFIC STOP,WHEELER AVE & RUGGLES ST,Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100640,2026-01-13 12:38:18,CITIZEN ASST,4095 FRUIT ST #401,Citizen Assist,2026-01-13,Welfare/Assist
01.13.2026,260100641,2026-01-13 12:46:48,487 PC,1600 FOOTHILL BLVD; VONS,Grand Theft,2026-01-13,Grand Theft
01.13.2026,260100642,2026-01-13 12:55:30,CITIZEN ASST,5200 WHEELER AVE; OAK MESA SCHOOL,Citizen Assist,2026-01-13,Welfare/Assist
01.13.2026,260100643,2026-01-13 13:33:22,ILLEGAL PARKER,1903 WALNUT ST,Illegal Parking,2026-01-13,Parking
01.13.2026,260100644,2026-01-13 13:53:18,ILLEGAL PARKER,2111 A ST,Illegal Parking,2026-01-13,Parking
01.13.2026,260100645,2026-01-13 13:56:23,CITE SIGN OFF,2061 THIRD ST; LOBBY,Citation Sign Off,2026-01-13,Other
01.13.2026,260100650,2026-01-13 14:05:11,CITIZEN ASST,2333 FOOTHILL BLVD; POMONA VALLEY HEALTH CENTER; VIA 10-21,Citizen Assist,2026-01-13,Welfare/Assist
01.13.2026,260100646,2026-01-13 14:27:13,911 INVEST,2035 BONITA AVE,911 Investigation,2026-01-13,Other
01.13.2026,260100647,2026-01-13 14:50:10,ILLEGAL PARKER,3720 TOWNE CENTER DR; 7-11,Illegal Parking,2026-01-13,Parking
01.13.2026,260100648,2026-01-13 15:09:47,CITIZEN ASST,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL,Citizen Assist,2026-01-13,Welfare/Assist
01.13.2026,260100651,2026-01-13 15:15:31,ILLEGAL PARKER,1443 THIRD ST,Illegal Parking,2026-01-13,Parking
01.13.2026,260100649,2026-01-13 15:21:03,CODE H SUBJ,2240 D ST; COIN DEPOT,5150 Welfare and Institutions Code Subject,2026-01-13,Welfare/Assist
01.13.2026,260100652,2026-01-13 16:04:02,TC NON INJURY,ESPERANZA DR & VIRGINIA AVE,Traffic Collision - Non Injury,2026-01-13,Traffic Collision
01.13.2026,260100654,2026-01-13 16:15:10,ASSIST AGENCY,816 LAKE AVE,Assist Other Agency,2026-01-13,Welfare/Assist
01.13.2026,260100659,2026-01-13 18:09:00,CITIZEN ASST,4525 RAMONA AVE #11,Citizen Assist,2026-01-13,Welfare/Assist
01.13.2026,260100656,2026-01-13 18:33:30,AREA CHECK,2565 FIFTH ST,Area Check,2026-01-13,Other
01.13.2026,260100657,2026-01-13 19:29:37,TRAFFIC ENFORCE,1911 FOOTHILL BLVD,Traffic Enforcement,2026-01-13,Traffic Enforcement
01.13.2026,260100658,2026-01-13 19:35:26,911 INVEST,7296 ALTA VISTA,911 Investigation,2026-01-13,Other
01.13.2026,260100663,2026-01-13 21:52:21,CITIZEN ASST,2333 FOOTHILL BLVD; PPOMONA VALLEY HEALTH CENTER; VIA 10-21,Citizen Assist,2026-01-13,Welfare/Assist
01.13.2026,260100667,2026-01-13 21:54:59,AREA CHECK,2518 FIFTH ST,Area Check,2026-01-13,Other
01.13.2026,260100664,2026-01-13 21:57:50,TRAFFIC ENFORCE,2300 ARROW HWY; GATE 15,Traffic Enforcement,2026-01-13,Traffic Enforcement
01.13.2026,260100666,2026-01-13 22:13:55,FOOT PATROL,3660 D ST; CITY HALL,Foot Patrol,2026-01-13,Other
01.13.2026,260100668,2026-01-13 22:29:44,SUSP CIRCS,2358 SIXTH ST,Suspicious Circumstances,2026-01-13,Suspicious Circumstances
01.13.2026,260100670,2026-01-13 23:08:24,TRAFFIC STOP,PALOMARES AND VIA LOS SANTOS,Traffic Stop,2026-01-13,Traffic Stop
01.13.2026,260100673,2026-01-13 23:44:01,TRAFFIC STOP,FOOTHILL / SAN DIMAS CNYN,Traffic Stop,2026-01-13,Traffic Stop
01.14.2026,260100676,2026-01-14 00:37:49,PDOBS,3640 D ST,Police Department Observed Suspicious Circumstances,2026-01-14,Suspicious Circumstances
01.14.2026,260100677,2026-01-14 00:41:39,PDOBS,3640 D ST,Police Department Observed Suspicious Circumstances,2026-01-14,Suspicious Circumstances
01.14.2026,260100678,2026-01-14 00:43:40,FOOT PATROL,2120 FOOTHILL BLVD,Foot Patrol,2026-01-14,Other
01.14.2026,260100680,2026-01-14 01:14:14,PDOBS,2300 FOOTHILL BLVD #D; MATTRESS FIRM LA VERNE,Police Department Observed Suspicious Circumstances,2026-01-14,Suspicious Circumstances
01.14.2026,260100683,2026-01-14 03:07:01,TRAFFIC ENFORCE,5400 WHEELER AVE; OAK MESA PARK,Traffic Enforcement,2026-01-14,Traffic Enforcement
01.14.2026,260100685,2026-01-14 04:03:41,PDOBS,1275 FOOTHILL BLVD; LA FITNESS,Police Department Observed Suspicious Circumstances,2026-01-14,Suspicious Circumstances
