log_date,incident,reported,nature,incident_address
01.10.2026,260100463,08:32:58 01/10/26,WELFARE CHECK,DAMIEN AVE & BONITA AVE
01.10.2026,260100468,10:18:36 01/10/26,WELFARE CHECK,FOOTHILL BLVD & D ST
01.10.2026,260100469,10:54:57 01/10/26,CODE H SUBJ,2098 FOOTHILL BLVD; IN N OUT
01.10.2026,260100470,11:05:58 01/10/26,HAIL BY CITIZEN,FOOTHILL BLVD & D ST
01.10.2026,260100471,14:08:02 01/10/26,487 PC,2462 FOOTHILL BLVD; TARGET
01.10.2026,260100473,14:25:51 01/10/26,CITIZEN ASST,3460 COLUMBIA DR
01.10.2026,260100472,15:03:42 01/10/26,TRAFFIC STOP,BOWDOIN ST & FRUIT ST
01.10.2026,260100474,15:18:47 01/10/26,SUSP VEHICLE,2286 ARTHUR WAY
01.10.2026,260100476,16:08:11 01/10/26,WELFARE CHECK,1090 FOOTHILL BLVD; JACK IN THE BOX
01.10.2026,260100477,16:09:53 01/10/26,TC NON INJURY,2268 FOOTHILL BLVD; ALDI
01.10.2026,260100481,17:34:27 01/10/26,GTARPT,3982 TURQUOISE LN
01.10.2026,260100483,19:19:58 01/10/26,GTARPT,3982 TURQUOISE LN
01.10.2026,260100484,20:54:41 01/10/26,WELFARE CHECK,2645 SYCAMORE DR
01.10.2026,260100485,22:12:08 01/10/26,PETTY THEFT,1600 FOOTHILL BLVD; VONS
01.12.2026,260100530,00:58:37 01/12/26,TRAFFIC ENFORCE,"White Avenue, Durward Way"
01.12.2026,260100531,01:01:56 01/12/26,PDOBS,2080 FOOTHILL BLVD
01.12.2026,260100532,01:35:32 01/12/26,FOOT PATROL,3660 D ST; CITY HALL
01.12.2026,260100534,02:04:44 01/12/26,TRAFFIC STOP,WHITE AVE & COBBLESTONE LN
01.12.2026,260100535,02:19:06 01/12/26,PDOBS,2488 FOOTHILL BLVD #D; BROKEN YOLK CAFE
01.12.2026,260100536,02:30:25 01/12/26,PDOBS,2204 FOOTHILL BLVD; RUBIOS
01.12.2026,260100538,02:44:43 01/12/26,PDOBS,2120 FOOTHILL BLVD
01.12.2026,260100539,02:54:25 01/12/26,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE
01.12.2026,260100540,03:03:16 01/12/26,TRAFFIC ENFORCE,5200BLK WHEELER AVE
01.12.2026,260100541,03:03:31 01/12/26,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM
01.12.2026,260100542,03:12:19 01/12/26,PDOBS,1399 FOOTHILL BLVD; BANK OF AMERICA
01.12.2026,260100543,04:04:42 01/12/26,AREA CHECK,F ST & THIRD ST
01.12.2026,260100544,07:15:51 01/12/26,ANIMAL VICIOUS,I ST & SIXTH ST
01.12.2026,260100546,07:43:36 01/12/26,FOOT PATROL,D ST & THIRD ST
01.12.2026,260100549,09:11:25 01/12/26,SUSP VEHICLE,5380 PINTAIL ST
01.12.2026,260100550,09:30:57 01/12/26,911 INVEST,1640 WHITE AVE
01.12.2026,260100552,09:45:52 01/12/26,INDECENT EXPOS,3960 FRUIT ST; LUTHERAN HIGH SCHOOL
01.12.2026,260100556,09:48:16 01/12/26,487 PC,1960 SAN DIMAS CANYON RD; EXTRA SPACE STORAGE; VIA 10-21
01.12.2026,260100553,10:25:02 01/12/26,CODE H SUBJ,FIFTH ST & E ST
01.12.2026,260100554,10:39:42 01/12/26,TRAFFIC HAZARD,FIFTH ST & ESTHER AVE
01.12.2026,260100555,10:49:18 01/12/26,CITIZEN ASST,4734 VALLE VERDE CT; VIA 10-21
01.12.2026,260100565,11:21:03 01/12/26,CITIZEN ASST,4525 RAMONA AVE #12
01.12.2026,260100557,11:21:03 01/12/26,TRAFFIC HAZARD,2978 FIRST ST
01.12.2026,260100559,11:38:25 01/12/26,911 INVEST,2536 GALICIA
01.12.2026,260100560,11:39:03 01/12/26,SUSP SUBJ,1816 WALNUT ST
01.12.2026,260100561,11:47:02 01/12/26,ILLEGAL PARKER,2061 THIRD ST; LVPD
01.12.2026,260100573,12:29:00 01/12/26,CITIZEN ASST,2421 FOOTHILL BLVD #16E
01.12.2026,260100566,12:35:18 01/12/26,KEEP THE PEACE,2064 WHITE AVE
01.12.2026,260100563,12:37:45 01/12/26,DISTURB PERSON,1275 FOOTHILL BLVD; LA FITNESS
01.12.2026,260100564,12:50:25 01/12/26,PDOBS,FOOTHILL BLVD & WHITE AVE
01.12.2026,260100568,13:00:16 01/12/26,DISTURB NOISE,2229 FOOTHILL BLVD #100; KOHLS
01.12.2026,260100567,13:27:08 01/12/26,911 INVEST,2320 FOOTHILL BLVD #A
01.12.2026,260100574,14:05:03 01/12/26,CODE H SUBJ,1852 WALNUT ST
01.12.2026,260100571,14:08:42 01/12/26,470 PC FRAUD,1961 CITRUSWOOD ST; LOBBY
01.12.2026,260100569,14:24:44 01/12/26,DISTURB ROAD,1275 FOOTHILL BLVD; LA FITNESS
01.12.2026,260100572,14:28:24 01/12/26,911 INVEST,2349 FOOTHILL BLVD
01.12.2026,260100575,15:10:12 01/12/26,WELFARE CHECK,4541 MILLER ST
01.12.2026,260100577,15:44:46 01/12/26,SOLICITOR,D ST & TENTH ST
01.12.2026,260100578,15:49:23 01/12/26,CITIZEN ASST,2234 ARROW HWY; SMARTSTOP SELF STORAGE
01.12.2026,260100579,15:59:20 01/12/26,CODE H SUBJ,914 FOOTHILL BLVD; LA VERNE CAR WASH
01.12.2026,260100589,17:13:56 01/12/26,CITIZEN ASST,2954 KING ST
01.12.2026,260100588,17:19:00 01/12/26,CITIZEN ASST,4551 TYE CIR
01.12.2026,260100581,17:21:16 01/12/26,CITIZEN ASST,2028 DOVER AVE
01.12.2026,260100582,17:34:22 01/12/26,911 INVEST,800 PALOMARES AVE; LA VERNE CROSSFIT
01.12.2026,260100583,18:01:36 01/12/26,TC UNK,4366 FRUIT ST
01.12.2026,260100584,18:19:29 01/12/26,AREA CHECK,ARROW HWY & WHEELER AVE
01.12.2026,260100585,18:23:14 01/12/26,911 INVEST,1369 FOOTHILL BLVD
01.12.2026,260100586,18:31:50 01/12/26,PDOBS,ARROW HWY & FAIRPLEX DR
01.12.2026,260100587,18:33:35 01/12/26,AREA CHECK,2200 WHEELER AVE; WHEELER PARK
01.12.2026,260100594,21:24:56 01/12/26,TRAFFIC ENFORCE,1911 FOOTHILL BLVD
01.12.2026,260100595,21:34:21 01/12/26,TRAFFIC ENFORCE,1374 ARROW HWY
01.12.2026,260100596,21:46:45 01/12/26,AREA CHECK,1341 FIFTH ST
01.12.2026,260100597,22:12:20 01/12/26,TRESPASS,2234 ARROW HWY; SMART STOP SELF STORAGE
01.12.2026,260100598,22:36:29 01/12/26,PETTY THEFT,1947 D ST; D STREET SHELL GAS
01.12.2026,260100599,22:44:54 01/12/26,TRAFFIC ENFORCE,2300 ARROW HWY; GATE 15
01.12.2026,260100600,22:57:53 01/12/26,PDOBS,FOOTHILL BLVD & BIXBY DR
01.12.2026,260100602,23:19:36 01/12/26,TRAFFIC STOP,BONITA AVE & FULTON RD
01.12.2026,260100604,23:47:49 01/12/26,FOOT PATROL,3660 D ST; CITY HALL
01.12.2026,260100605,23:54:22 01/12/26,TRAFFIC STOP,ARROW HWY & FAIRPLEX DR
01.13.2026,260100606,00:19:58 01/13/26,TRAFFIC STOP,LOMELI LN & BOLLING AVE
01.13.2026,260100607,00:20:42 01/13/26,TRAFFIC ENFORCE,3960 FRUIT ST; LUTHERAN HIGH SCHOOL
01.13.2026,260100608,01:17:34 01/13/26,PDOBS,FOOTHILL BLVD & TOWNE CENTER DR
01.13.2026,260100609,01:24:23 01/13/26,PDOBS,3720 TOWNE CENTER DR; 7-11
01.13.2026,260100612,03:21:16 01/13/26,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM
01.13.2026,260100614,03:40:06 01/13/26,TRAFFIC STOP,ARROW / WHEELER
01.13.2026,260100615,04:06:22 01/13/26,TRAFFIC ENFORCE,2300 ARROW HWY; GATE 15
01.13.2026,260100618,05:10:16 01/13/26,PDOBS,2269 FOOTHILL BLVD; MCDONALDS
01.13.2026,260100619,05:23:16 01/13/26,TRAFFIC STOP,"ARROW HWY & WHITE AVE, LAV, 91750"
01.13.2026,260100622,08:04:02 01/13/26,TRAFFIC STOP,GAREY AND FOOTHILL
01.13.2026,260100624,08:26:06 01/13/26,AREA CHECK,CHELSEA DR & ESSEX AVE
01.13.2026,260100625,09:07:20 01/13/26,CITIZEN ASST,LA VERNE HEIGHTS PARK
01.13.2026,260100627,09:23:52 01/13/26,CODE H SUBJ,1399 FOOTHILL BLVD; BANK OF AMERICA
01.13.2026,260100633,10:18:00 01/13/26,TRAFFIC HAZARD,FOOTHILL BLVD & DAMIEN AVE
01.13.2026,260100631,10:26:27 01/13/26,470 PC FRAUD,1768 ARROW HWY #104
01.13.2026,260100629,10:47:24 01/13/26,TRAFFIC STOP,WHEELER AVE & PASEO AVE
01.13.2026,260100630,11:07:36 01/13/26,DUI,FOOTHILL BLVD & WHITE AVE
01.13.2026,260100636,11:13:06 01/13/26,ILLEGAL PARKER,DAMIEN AVE & FOOTHILL BLVD
01.13.2026,260100632,11:18:38 01/13/26,TRAFFIC STOP,2360 FOOTHILL BLVD; EL POLLO LOCO
01.13.2026,260100637,11:50:14 01/13/26,TRAFFIC STOP,WHITE AVE & DURWARD WAY
01.13.2026,260100639,12:10:52 01/13/26,SUSP SUBJ,FRUIT ST & FOOTHILL BLVD
01.13.2026,260100638,12:15:57 01/13/26,TRAFFIC STOP,WHEELER AVE & RUGGLES ST
01.13.2026,260100640,12:38:18 01/13/26,CITIZEN ASST,4095 FRUIT ST #401
01.13.2026,260100641,12:46:48 01/13/26,487 PC,1600 FOOTHILL BLVD; VONS
01.13.2026,260100642,12:55:30 01/13/26,CITIZEN ASST,5200 WHEELER AVE; OAK MESA SCHOOL
01.13.2026,260100643,13:33:22 01/13/26,ILLEGAL PARKER,1903 WALNUT ST
01.13.2026,260100644,13:53:18 01/13/26,ILLEGAL PARKER,2111 A ST
01.13.2026,260100645,13:56:23 01/13/26,CITE SIGN OFF,2061 THIRD ST; LOBBY
01.13.2026,260100650,14:05:11 01/13/26,CITIZEN ASST,2333 FOOTHILL BLVD; POMONA VALLEY HEALTH CENTER; VIA 10-21
01.13.2026,260100646,14:27:13 01/13/26,911 INVEST,2035 BONITA AVE
01.13.2026,260100647,14:50:10 01/13/26,ILLEGAL PARKER,3720 TOWNE CENTER DR; 7-11
01.13.2026,260100648,15:09:47 01/13/26,CITIZEN ASST,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL
01.13.2026,260100651,15:15:31 01/13/26,ILLEGAL PARKER,1443 THIRD ST
01.13.2026,260100649,15:21:03 01/13/26,CODE H SUBJ,2240 D ST; COIN DEPOT
01.13.2026,260100652,16:04:02 01/13/26,TC NON INJURY,ESPERANZA DR & VIRGINIA AVE
01.13.2026,260100654,16:15:10 01/13/26,ASSIST AGENCY,816 LAKE AVE
01.13.2026,260100659,18:09:00 01/13/26,CITIZEN ASST,4525 RAMONA AVE #11
01.13.2026,260100656,18:33:30 01/13/26,AREA CHECK,2565 FIFTH ST
01.13.2026,260100657,19:29:37 01/13/26,TRAFFIC ENFORCE,1911 FOOTHILL BLVD
01.13.2026,260100658,19:35:26 01/13/26,911 INVEST,7296 ALTA VISTA
01.13.2026,260100663,21:52:21 01/13/26,CITIZEN ASST,2333 FOOTHILL BLVD; PPOMONA VALLEY HEALTH CENTER; VIA 10-21
01.13.2026,260100667,21:54:59 01/13/26,AREA CHECK,2518 FIFTH ST
01.13.2026,260100664,21:57:50 01/13/26,TRAFFIC ENFORCE,2300 ARROW HWY; GATE 15
01.13.2026,260100666,22:13:55 01/13/26,FOOT PATROL,3660 D ST; CITY HALL
01.13.2026,260100668,22:29:44 01/13/26,SUSP CIRCS,2358 SIXTH ST
01.13.2026,260100670,23:08:24 01/13/26,TRAFFIC STOP,PALOMARES AND VIA LOS SANTOS
01.13.2026,260100673,23:44:01 01/13/26,TRAFFIC STOP,FOOTHILL / SAN DIMAS CNYN
01.14.2026,260100676,00:37:49 01/14/26,PDOBS,3640 D ST
01.14.2026,260100677,00:41:39 01/14/26,PDOBS,3640 D ST
01.14.2026,260100678,00:43:40 01/14/26,FOOT PATROL,2120 FOOTHILL BLVD
01.14.2026,260100680,01:14:14 01/14/26,PDOBS,2300 FOOTHILL BLVD #D; MATTRESS FIRM LA VERNE
01.14.2026,260100683,03:07:01 01/14/26,TRAFFIC ENFORCE,5400 WHEELER AVE; OAK MESA PARK
01.14.2026,260100685,04:03:41 01/14/26,PDOBS,1275 FOOTHILL BLVD; LA FITNESS
01.14.2026,260100686,04:05:58 01/14/26,TRAFFIC STOP,FOOTHILL BLVD & BASELINE RD
01.14.2026,260100687,04:22:05 01/14/26,TRAFFIC STOP,ARROW HWY & FAIRPLEX DR
01.14.2026,260100688,04:38:08 01/14/26,TRAFFIC STOP,FAIRPLEX DR & MCKINLEY AVE
01.14.2026,260100689,04:47:31 01/14/26,TRAFFIC STOP,FAIRPLEX DR & WRIGHT AVE
01.14.2026,260100690,05:27:09 01/14/26,TRAFFIC STOP,2210 D ST; BEVERAGE HOUSE
01.14.2026,260100691,06:13:37 01/14/26,PETTY THEFT RPT,2244 FOOTHILL BLVD; CHUZE FITNESS
01.14.2026,260100693,06:57:06 01/14/26,SUSP VEHICLE,3620 MORENO AVE
01.14.2026,260100695,08:15:38 01/14/26,TRAFFIC STOP,"SAN DIMAS CANYON RD & FOOTHILL BLVD, SD, 91750"
01.14.2026,260100696,08:26:12 01/14/26,TRAFFIC STOP,1000 BASELINE RD
01.14.2026,260100697,08:50:01 01/14/26,TRAFFIC STOP,WHITE AVE & EIGHTH ST
01.14.2026,260100698,08:58:41 01/14/26,TRAFFIC STOP,FIFTH ST & WHITE AVE
01.14.2026,260100700,09:13:59 01/14/26,TRAFFIC STOP,WHITE AVE & COBBLESTONE LN
01.14.2026,260100702,09:27:31 01/14/26,911 INVEST,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL
01.14.2026,260100705,09:45:56 01/14/26,PDOBS,D ST & FIFTH ST
01.14.2026,260100709,11:20:23 01/14/26,PETTY THEFT,2067 WHITE AVE
01.14.2026,260100707,11:24:46 01/14/26,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE
01.14.2026,260100708,11:26:13 01/14/26,BIKE TRAFFIC,MAGNOLIA AVE & BONITA AVE
01.14.2026,260100711,12:16:13 01/14/26,CITIZEN ASST,1234 FOOTHILL BLVD; VIA 10-21
01.14.2026,260100712,13:02:15 01/14/26,ILLEGAL PARKER,2846 PEYTON RD
01.14.2026,260100713,13:11:41 01/14/26,TRAFFIC STOP,FRUIT ST & FOOTHILL BLVD
01.14.2026,260100714,13:50:25 01/14/26,PDOBS,BONITA AVE & MAGNOLIA AVE
01.14.2026,260100715,13:57:12 01/14/26,TRAFFIC STOP,WHEELER AVE & FOOTHILL BLVD
01.14.2026,260100716,14:03:19 01/14/26,TRAFFIC STOP,WHEELER AVE & FOOTHILL BLVD
01.14.2026,260100717,14:19:13 01/14/26,TRAFFIC ENFORCE,2300 ARROW HWY; GATE 15
01.14.2026,260100719,15:27:09 01/14/26,ILLEGAL PARKER,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL
01.14.2026,260100721,15:28:56 01/14/26,PETTY THEFT RPT,3945 BRADFORD ST #69
01.14.2026,260100720,15:31:18 01/14/26,TRAFFIC STOP,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL
01.14.2026,260100722,15:41:09 01/14/26,TRAFFIC STOP,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL
01.14.2026,260100723,16:30:35 01/14/26,TC HR NON INJ,FULTON RD & ARROW HWY
01.14.2026,260100725,17:10:42 01/14/26,911 INVEST,2580 BONITA AVE
01.14.2026,260100731,17:11:56 01/14/26,AREA CHECK,2090 FOOTHILL BLVD; STATER BROS
01.14.2026,260100726,17:13:55 01/14/26,AREA CHECK,3530 DAMIEN AVE
01.14.2026,260100728,17:19:34 01/14/26,CODE H SUBJ,914 FOOTHILL BLVD; LA VERNE CAR WASH
01.14.2026,260100727,17:24:58 01/14/26,SPEEDING VEH,FOOTHILL BLVD & DAMIEN AVE
01.14.2026,260100729,17:29:28 01/14/26,AREA CHECK,BONITA AVE & WHITE AVE
01.14.2026,260100730,17:42:18 01/14/26,TRAFFIC STOP,WHEELER AVE & PUDDINGSTONE DR
01.14.2026,260100733,18:51:24 01/14/26,ILLEGAL PARKER,4711 CORONADO LN
01.14.2026,260100732,19:00:20 01/14/26,TC HR NON INJ,2118 PATTIGLEN AVE
01.14.2026,260100738,19:06:28 01/14/26,CITIZEN ASST,2305 PATTIGLEN AVE
01.14.2026,260100739,19:14:40 01/14/26,PETTY THEFT RPT,1410 FOOTHILL BLVD; AUTO ZONE
01.14.2026,260100736,19:34:19 01/14/26,SOLICITOR,GOLETA ST & DAMIEN AVE
01.14.2026,260100735,19:37:43 01/14/26,TRAFFIC STOP,WHITE AVE & ARROW HWY
01.14.2026,260100737,19:55:54 01/14/26,SUSP CIRCS,1092 GOLETA ST
01.14.2026,260100741,20:38:42 01/14/26,CODE H SUBJ,1345 FOOTHILL BLVD; COIN LAUNDRY
01.14.2026,260100742,21:04:13 01/14/26,CODE H SUBJ,2249 FULTON RD
01.14.2026,260100743,22:17:54 01/14/26,911 INVEST,2356 BONITA AVE
01.14.2026,260100744,23:03:58 01/14/26,KEEP THE PEACE,2421 FOOTHILL BLVD #23C
01.15.2026,260100747,01:11:12 01/15/26,PDOBS,WRIGHT AVE & LINDBERGH CT
01.15.2026,260100748,04:09:04 01/15/26,PDOBS,2007 FOOTHILL BLVD; TASTE OF ASIA
01.15.2026,260100749,07:31:52 01/15/26,TRAFFIC HAZARD,WHEELER AVE & PASEO AVE
01.15.2026,260100752,08:03:31 01/15/26,DISTURB ROAD,FOOTHILL BLVD & BASELINE RD
01.15.2026,260100754,08:26:15 01/15/26,PPI,2510 FOOTHILL BLVD
01.15.2026,260100756,08:27:19 01/15/26,AREA CHECK,CHELSEA DR & ESSEX AVE
01.15.2026,260100753,08:27:38 01/15/26,TC HR NON INJ,3102 D ST; BONITA HIGH SCHOOL
01.15.2026,260100755,09:14:08 01/15/26,AREA CHECK,BIRDIE DR & WHEELER AVE
01.15.2026,260100757,09:38:00 01/15/26,911 INVEST,588 LANTANA ST
01.15.2026,260100759,10:43:28 01/15/26,911 INVEST,2140 VIRGINIA AVE
01.15.2026,260100760,10:55:37 01/15/26,ASSIST AGENCY,816 LAKE AVE
01.15.2026,260100762,11:25:26 01/15/26,INDECENT EXPOS,2320 FOOTHILL BLVD #C; JIMMY JOHNS
01.15.2026,260100761,11:28:07 01/15/26,KEEP THE PEACE,816 LAKE AVE
01.15.2026,260100763,12:32:00 01/15/26,TRAFFIC ENFORCE,2715 E ST; ROYNON SCHOOL
01.15.2026,260100766,13:43:30 01/15/26,TRAFFIC STOP,2421 FOOTHILL BLVD; AMBER RIDGE APTS
01.15.2026,260100771,13:58:25 01/15/26,TRAFFIC STOP,D ST & FOOTHILL BLVD
01.15.2026,260100773,14:17:50 01/15/26,TRAFFIC STOP,FRUIT ST & BOWDOIN ST
01.15.2026,260100777,16:11:39 01/15/26,ILLEGAL PARKER,1387 BONITA AVE
01.15.2026,260100779,17:45:31 01/15/26,TRAFFIC STOP,ESPERANZA DR & PEACOCK PL
01.15.2026,260100781,18:18:34 01/15/26,AREA CHECK,2713 FAWN CIR
01.15.2026,260100780,18:35:38 01/15/26,AREA CHECK,WHEELER AVE & BASELINE RD
01.15.2026,260100782,19:18:35 01/15/26,WELFARE CHECK,1273 BONITA AVE
01.15.2026,260100783,19:52:39 01/15/26,SUSP VEHICLE,2561 PRICE DR
01.15.2026,260100784,20:23:31 01/15/26,911 INVEST,6735 TAMARISK DR
01.16.2026,260100829,13:51:40 01/16/26,911 INVEST,2000 SECOND ST
01.16.2026,260100832,13:54:37 01/16/26,AREA CHECK,1505 HOLLY OAK ST; PELOTA PARK
01.16.2026,260100792,00:05:21 01/16/26,BIKE TRAFFIC,FOOTHILL BLVD & TOWNE CENTER DR
01.16.2026,260100838,14:21:11 01/16/26,CITIZEN ASST,2462 FOOTHILL BLVD; TARGET; VIA 10-21
01.16.2026,260100809,07:21:03 01/16/26,CODE H SUBJ,3102 D ST; BONITA HIGH SCHOOL
01.16.2026,260100818,11:03:38 01/16/26,CODE H SUBJ,1950 FOOTHILL BLVD
01.16.2026,260100842,15:08:39 01/16/26,CODE H SUBJ,1561 WINDSOR CT
01.16.2026,260100836,14:37:03 01/16/26,CRIM THRT RPT,1950 THIRD ST; ULV
01.16.2026,260100858,22:51:01 01/16/26,DISTURB MUSIC,2136 THIRD ST; TABERNA INC
01.16.2026,260100843,18:18:31 01/16/26,DISTURB SUBJS,1232 DANTON ST
01.16.2026,260100840,15:20:07 01/16/26,FOUND PROP,2075 THIRD ST; LOBBY
01.16.2026,260100810,08:23:56 01/16/26,ILLEGAL PARKER,1664 THIRD ST
01.16.2026,260100811,08:22:19 01/16/26,KEEP THE PEACE,2064 WHITE AVE
01.16.2026,260100850,22:05:29 01/16/26,PDOBS,2462 FOOTHILL BLVD; TARGET
01.16.2026,260100851,22:09:24 01/16/26,PDOBS,2462 FOOTHILL BLVD; TARGET
01.16.2026,260100852,22:14:52 01/16/26,PDOBS,2418 FOOTHILL BLVD
01.16.2026,260100854,22:30:21 01/16/26,PDOBS,ARROW HWY & CARRION RD
01.16.2026,260100839,14:54:43 01/16/26,SOLICITOR,2330 FOOTHILL BLVD; TRADER JOES
01.16.2026,260100807,05:42:48 01/16/26,SUSP CIRCS,2466 SECOND ST
01.16.2026,260100816,10:41:55 01/16/26,SUSP CIRCS,2216 OAK KNOLL CIR
01.16.2026,260100819,11:20:27 01/16/26,SUSP CIRCS,2587 PRICE DR
01.16.2026,260100824,12:11:38 01/16/26,SUSP SUBJ,2269 FOOTHILL BLVD
01.16.2026,260100849,21:16:31 01/16/26,SUSP VEHICLE,911 EASTGLEN DR
01.16.2026,260100841,15:20:11 01/16/26,TC NON INJURY,2090 FOOTHILL BLVD; STATER BROS
01.16.2026,260100801,03:13:14 01/16/26,TRAFFIC STOP,FOOTHILL BLVD & BASELINE RD
01.16.2026,260100857,22:49:50 01/16/26,TRAFFIC STOP,ARROW HWY & A ST
01.16.2026,260100845,19:30:37 01/16/26,TRAFFIC STOP,FOOTHILL BLVD & WHITE AVE
01.16.2026,260100803,03:20:27 01/16/26,TRAFFIC STOP,FOOTHILL BLVD & EMERALD AVE
01.16.2026,260100855,22:31:29 01/16/26,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE
01.16.2026,260100846,20:22:35 01/16/26,TRAFFIC STOP,FOOTHILL BLVD & MORENO AVE
01.16.2026,260100813,10:02:14 01/16/26,WELFARE CHECK,4095 FRUIT ST; 739
01.17.2026,260100860,00:02:57 01/17/26,TRAFFIC STOP,ARROW HWY & B ST
01.17.2026,260100861,00:35:32 01/17/26,BIKE TRAFFIC,WHITE AVE & COBBLESTONE LN
01.17.2026,260100862,02:11:35 01/17/26,PDOBS,1275 FOOTHILL BLVD; LA FITNESS
01.17.2026,260100863,02:23:25 01/17/26,PDOBS,FOOTHILL BLVD & D ST
01.17.2026,260100864,02:39:47 01/17/26,PDOBS,FOOTHILL BLVD & TOWNE CENTER DR
01.17.2026,260100865,02:50:55 01/17/26,PDOBS,FOOTHILL BLVD & FALCON ST
01.17.2026,260100868,03:02:10 01/17/26,FOOT PATROL,2120 FOOTHILL BLVD
01.17.2026,260100870,03:31:16 01/17/26,PDOBS,1947 D ST; D STREET SHELL GAS
01.17.2026,260100871,03:47:48 01/17/26,SUSP CIRCS,3620 MORENO AVE #36
01.17.2026,260100875,06:13:18 01/17/26,WELFARE CHECK,3175 BOLLING AVE; LAS FLORES PARK
01.17.2026,260100877,07:17:00 01/17/26,PDOBS,1201 FOOTHILL BLVD; IHOP
01.17.2026,260100879,07:35:15 01/17/26,ABAND VEH,2855 FOOTHILL BLVD
01.17.2026,260100883,09:05:29 01/17/26,DISTURB SUBJS,D ST & BONITA AVE
01.17.2026,260100885,09:09:03 01/17/26,AREA CHECK,TOWNE CENTER DR & WHITE AVE
01.17.2026,260100886,09:30:21 01/17/26,CODE H SUBJ,1825 FOOTHILL BLVD
01.17.2026,260100888,10:15:30 01/17/26,AREA CHECK,ARROW HWY & SAN DIMAS CANYON RD
01.17.2026,260100890,10:59:19 01/17/26,DISTURB MUSIC,WHEELER AVE & PALOMARES AVE
01.17.2026,260100894,12:58:06 01/17/26,CODE H SUBJ,2100 ARROW HWY
01.17.2026,260100895,14:00:28 01/17/26,AREA CHECK,ARROW HWY & FULTON RD
01.17.2026,260100896,14:34:55 01/17/26,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD
01.17.2026,260100898,15:43:33 01/17/26,DISTURB PERSON,2510 FOOTHILL BLVD
01.17.2026,260100900,16:17:15 01/17/26,WELFARE CHECK,2330 FOOTHILL BLVD; TRADER JOES
01.17.2026,260100902,17:14:59 01/17/26,HUMANE PROBLEM,2868 PEYTON RD
01.17.2026,260100901,17:20:10 01/17/26,TRAFFIC STOP,D ST & FOOTHILL BLVD
01.17.2026,260100905,20:08:45 01/17/26,TRAFFIC STOP,ARROW HWY & WHITE AVE
01.17.2026,260100906,20:10:45 01/17/26,TRAFFIC STOP,FOOTHILL BLVD & WILLIAMS AVE
01.17.2026,260100911,21:16:22 01/17/26,SPEEDING VEH,FIFTH ST & E ST
01.17.2026,260100914,23:09:51 01/17/26,TRESPASS,1167 FOOTHILL BLVD
01.17.2026,260100915,23:39:58 01/17/26,911 INVEST,4095 FRUIT ST #723
01.18.2026,260100917,00:34:11 01/18/26,SUSP SUBJ,THIRD ST & I ST
01.18.2026,260100920,01:28:56 01/18/26,PDOBS,2462 FOOTHILL BLVD; TARGET
01.18.2026,260100922,01:47:42 01/18/26,PDOBS,2229 FOOTHILL BLVD; AMAZON FRESH
01.18.2026,260100924,02:12:17 01/18/26,911 INVEST,1870 PINYON PL
01.18.2026,260100927,03:39:23 01/18/26,BRANDISH WEAPON,2975 FOOTHILL BLVD; LA PALOMA
01.18.2026,260100930,06:59:52 01/18/26,911 INVEST,4774 ROMOLA AVE
01.18.2026,260100931,07:37:51 01/18/26,PDOBS,FOOTHILL BLVD & WHITE AVE
01.18.2026,260100932,08:21:21 01/18/26,TRAFFIC STOP,FOOTHILL BLVD & D ST
01.18.2026,260100934,08:55:14 01/18/26,PDOBS,ARROW HWY & D ST
01.18.2026,260100935,08:59:59 01/18/26,911 INVEST,3800 BRADFORD ST #307
01.18.2026,260100936,09:09:24 01/18/26,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM
01.18.2026,260100937,09:31:15 01/18/26,WELFARE CHECK,2330 FOOTHILL BLVD; TRADER JOES
01.18.2026,260100938,09:54:08 01/18/26,TRAFFIC STOP,FOOTHILL BLVD & CHELSEA DR
01.18.2026,260100939,10:02:42 01/18/26,TRAFFIC STOP,FOOTHILL BLVD & EMERALD AVE
01.18.2026,260100940,10:27:27 01/18/26,TRAFFIC STOP,FRUIT ST & FOOTHILL BLVD
01.18.2026,260100942,10:45:24 01/18/26,PDOBS,2123 FOOTHILL BLVD #B; SHOGUN
01.18.2026,260100943,10:52:20 01/18/26,TRAFFIC STOP,LA MESA DR & WHEELER AVE
01.18.2026,260100944,10:58:10 01/18/26,TRAFFIC STOP,2900 WHITE AVE
01.18.2026,260100945,11:03:51 01/18/26,PDOBS,3960 FRUIT ST; LUTHERAN HIGH SCHOOL
01.18.2026,260100946,11:05:51 01/18/26,FOUND PROP,2240 D ST; COIN DEPOT
